URL,開講年度,開講場所,科目名,担当教員,学期曜日時限,科目区分,配当年次,単位数,使用教室,キャンパス,科目キー,科目クラスコード,授業で使用する言語,授業方法区分,大分野名称,中分野名称,小分野名称,レベル,授業形態,教科書,成績評価方法
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2606023048012024260602304826,2024年度,基幹理工学部,動的知能表現システム基礎,尾形　哲也／中條　亨一,春学期  月４時限,専門選択,３年以上,2,５３-２０３教室,西早稲田（旧大久保）,2606023048,01,日本語,【対面】ハイブリッド（対面回数半数以上）,情報学,知的システム,概論,上級レベル,講義,nan,割合評価基準試験:50％対面による教場試験レポート:25％必要に応じてレポート課題を課します平常点評価:25％授業中の質問（コメント）内容など
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2606023054012024260602305426,2024年度,基幹理工学部,認知実験デザイン論,渡邊　克巳,春学期  木５時限,専門選択,３年以上,2,５３-３０４教室,西早稲田（旧大久保）,2606023054,01,日本語,【オンライン】ハイブリッド（対面回数半数未満）,情報学,知的システム,一般,上級レベル,講義,特に指定しない,課題とプレゼンテーション：60％平常点（議論への参加度など）：40％
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2606023057012024260602305726,2024年度,基幹理工学部,映画から学ぶ映像表現,土田　環,春学期  月３-４,専門選択,２年以上,4,５３-Ｂ０３教室,西早稲田（旧大久保）,2606023057,01,日本語,【対面】,複合領域,表現（美術／映像／演劇／音楽／芸能／文学／メディア論）,映像,中級レベル（発展・応用）,講義,特になし。授業中に適宜紹介する。共有すべきテキストは、必要に応じてコピーを配布する。,割合評価基準試験:0％なしレポート:50％最終課題平常点評価:25％授業での積極性その他:25％授業内で出された課題
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2606023060012024260602306026,2024年度,基幹理工学部,クロマチック制作実習,ジャック　ジェームズ,秋学期  月４時限,専門選択,３年以上,2,５４-２０４教室,西早稲田（旧大久保）,2606023060,01,日本語,【対面】ハイブリッド（対面回数半数以上）,芸術／美術,その他　芸術／美術,その他,上級レベル,実習／実験／実技,授業時に、適宜指定する。,割合評価基準試験:50％制作、作品過程平常点評価:50％参加、エンゲージ
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607012001012024260301200126,2024年度,基幹理工学部,プログラミングＡ　1班,河原　大輔／坂本　一憲／田中　久美子／寺内　多智弘,春学期  月３-４,専門必修,２年以上,3,５２-３０２教室,西早稲田（旧大久保）,2607012001,01,日本語,【対面】ハイブリッド（対面回数半数以上）,情報学,プログラミング言語,一般,中級レベル（発展・応用）,講義,"結城浩, Java言語プログラミングレッスン(上)(下), SBクリエイティブ, 2012.第1回〜5回は主に上巻を、第5回以降は主に下巻を使用します。",割合評価基準レポート:75％演習時間中の課題、宿題など平常点評価:25％授業への参加（出席）など
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607012001022024260301200126,2024年度,基幹理工学部,プログラミングＡ　2班,河原　大輔／坂本　一憲／田中　久美子／寺内　多智弘,春学期  月３-４,専門必修,２年以上,3,５６-１０３教室,西早稲田（旧大久保）,2607012001,02,日本語,【対面】ハイブリッド（対面回数半数以上）,情報学,プログラミング言語,一般,中級レベル（発展・応用）,講義,"結城浩, Java言語プログラミングレッスン(上)(下), SBクリエイティブ, 2012.第1回〜5回は主に上巻を、第5回以降は主に下巻を使用します。",割合評価基準レポート:75％演習時間中の課題・宿題など平常点評価:25％授業への参加（出席）など
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607012001S12024260301200126,2024年度,基幹理工学部,プログラミングＡ　【前年度成績S評価者用】,河原　大輔／坂本　一憲／田中　久美子／寺内　多智弘,春学期  無その他,専門必修,２年以上,3,,西早稲田（旧大久保）,2607012001,S1,日本語,nan,情報学,プログラミング言語,一般,中級レベル（発展・応用）,講義,Java言語プログラミングレッスン(上)(下)第1回〜5回は主に上巻を、第5回意向は主に下巻を使用します。,割合評価基準試験:75％小テスト（４月実施予定）、定期試験 (合わせて割合は70-80%程度）平常点評価:25％授業への参加（出席）、演習時間中の課題・宿題など (割合は20-30%程度）その他:(4月22日追記)成績評価方法は以下のように変更します。平常点評価 100% (出席、演習課題、宿題など)
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607012001S22024260301200126,2024年度,基幹理工学部,プログラミングＡ　【前年度成績S評価者用】,河原　大輔／坂本　一憲／田中　久美子／寺内　多智弘,春学期  無その他,専門必修,２年以上,3,,西早稲田（旧大久保）,2607012001,S2,日本語,nan,情報学,プログラミング言語,一般,中級レベル（発展・応用）,講義,Java言語プログラミングレッスン(上)(下)第1回〜5回は主に上巻を、第5回意向は主に下巻を使用します。,割合評価基準試験:75％小テスト（４月実施予定）、定期試験 (合わせて割合は70-80%程度）平常点評価:25％授業への参加（出席）、演習時間中の課題・宿題など (割合は20-30%程度）その他:(4月22日追記)成績評価方法は以下のように変更します。平常点評価 100% (出席、演習課題、宿題など)
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607012002012024260701200226,2024年度,基幹理工学部,回路理論,森田　逸郎,春学期  月１時限,専門必修,２年以上,2,６３-２０１教室,西早稲田（旧大久保）,2607012002,01,日本語,【対面】,電気電子工学,電気電子工学,電気電子工学,中級レベル（発展・応用）,講義,"松澤　昭、“新しい電気回路（上）”、講談社、2021年、定価2,800円＋税",割合評価基準試験:60％第7週および第14週の授業時間中に試験（資料持込可）を実施し、理解度の確認を行う。（試験の解説も同時間内に行う。）（中間：30%、期末：30%）平常点評価:40％各授業の理解度を確認するために行う演習により評価する。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607012002S12024260701200226,2024年度,基幹理工学部,回路理論　【前年度成績S評価者用】,森田　逸郎,春学期  無その他,専門必修,２年以上,2,,西早稲田（旧大久保）,2607012002,S1,日本語,nan,電気電子工学,電気電子工学,電気電子工学,中級レベル（発展・応用）,講義,"松澤　昭、“新しい電気回路（上）”、講談社、2021年、定価2,800円＋税",割合評価基準試験:100％第7週および第14週の授業時間中に試験（資料持込可）を実施し、理解度の確認を行う。（試験の解説も同時間内に行う。（中間：50％、期末：50%）
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607012003012024260701200326,2024年度,基幹理工学部,信号処理,前原　文明,春学期  月２時限,専門必修,２年以上,2,５７-２０２室,西早稲田（旧大久保）,2607012003,01,日本語,【対面】ハイブリッド（対面回数半数以上）,電気電子工学,電気電子工学,通信・ネットワーク工学,中級レベル（発展・応用）,講義,髙畑文雄著，「信号表現の基礎」，（社）電子情報通信学会編．,割合評価基準試験:100％2回の教場試験により評価する．
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607012003S12024260701200326,2024年度,基幹理工学部,信号処理　【前年度成績S評価者用】,前原　文明,春学期  無その他,専門必修,２年以上,2,,西早稲田（旧大久保）,2607012003,S1,日本語,nan,電気電子工学,電気電子工学,通信・ネットワーク工学,中級レベル（発展・応用）,講義,nan,シラバス内に表示もしくは別途提示する。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607012004012024260701200426,2024年度,基幹理工学部,論理回路,小川　哲司／菅原　真司,春学期  火１時限,専門必修,２年以上,2,６３-２０１教室,西早稲田（旧大久保）,2607012004,01,日本語,【対面】,情報学,アーキテクチャと計算機構成,一般,中級レベル（発展・応用）,講義,（前半）教科書は指定しない．Waseda Moodle を通じて，各回ごとに講義スライドを配布する．（後半）論理回路の基礎，朝倉書店田口 亮・金杉 昭徳・佐々木 智志・菅原 真司(著)ISBN：978-4-254-12252-7　C3004なお，講義スライドは，毎回，Waseda Moodle経由で配布する．,割合評価基準試験:70％理解度確認を２回，教場にて実施する。（小川担当分で３５％、菅原担当で３５％）レポート:30％理解度確認日を除く全ての講義において課題（予習確認として個人で取り組む Waseda Moodle 上でのオンライン小テスト，およびグループで取り組む授業内レポート課題）を課す．（小川担当分で１５％，菅原担当で１５％）
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607012004S12024260701200426,2024年度,基幹理工学部,論理回路　【前年度成績S評価者用】,小川　哲司／菅原　真司,春学期  無その他,専門必修,２年以上,2,,西早稲田（旧大久保）,2607012004,S1,日本語,nan,情報学,アーキテクチャと計算機構成,一般,中級レベル（発展・応用）,講義,"以下のオンライン版英語教科書を用いる。教科書：本講義では、オンライン教科書を用いる。★4月初旬にWaseda Moodle上でアナウンス★。Fundamentals of Logic Design, Enhanced Edition,7th EditionCharles H. Roth, Jr., Larry L. Kinney, Eugene B. JohnISBN-13: 9781337620352 | ISBN-10: 1337620351Copyright 2021 | Published 2020 | 816 pagesなお、講義資料（スライド）は、毎回、CourseN@vi経由で配布する。",割合評価基準試験:70％理解度確認を２回により実施する。（小川担当分で３５％、山名担当で３５％）レポート:30％講義中に複数回の課題（オンライン教科書の演習問題、Waseda Moodle上でのオンライン問題、レポート他）を出す。（小川担当分で１５％、山名担当で１５％）その他:0％理解度確認及びレポートの総合得点が６０点以上で単位修得を認める。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607012005012024260701200526,2024年度,基幹理工学部,情報理論Ａ,小林　哲則,春学期  金３時限,専門必修,２年以上,2,５２-２０４教室,西早稲田（旧大久保）,2607012005,01,日本語,【対面】,電気電子工学,電気電子工学,通信・ネットワーク工学,中級レベル（発展・応用）,講義,特定の教科書は用いない。配布資料により講義を進める。,割合評価基準試験:70％２回の理解度確認（教場テスト）を行う。解の導出方法を表層的に覚えているかどうかでなく，基本概念を深く理解できているかどうかを問う。その他:30％授業中，不定期に，小テストを課す。また，１−２回のレポートを課すことがある。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607012005S12024260701200526,2024年度,基幹理工学部,情報理論Ａ　【前年度成績S評価者用】,小林　哲則,春学期  無その他,専門必修,２年以上,2,,西早稲田（旧大久保）,2607012005,S1,日本語,nan,電気電子工学,電気電子工学,通信・ネットワーク工学,中級レベル（発展・応用）,講義,nan,シラバス内に表示もしくは別途提示する。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607012006012024260701200626,2024年度,基幹理工学部,回路理論Ｂ　18前再,小川　哲司,秋学期  無フルOD,専門必修,２年以上,2,,西早稲田（旧大久保）,2607012006,01,日本語,【オンライン】フルオンデマンド,電気電子工学,電気電子工学,電気電子工学,中級レベル（発展・応用）,講義,講義スライド（配布済み）,割合評価基準レポート:100％演習課題を課す．レポートとして提出すること．
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607012006S12024260701200626,2024年度,基幹理工学部,回路理論Ｂ　18前再　【前年度成績S評価者用】,小川　哲司,秋学期  無その他,専門必修,２年以上,2,,西早稲田（旧大久保）,2607012006,S1,日本語,nan,電気電子工学,電気電子工学,電気電子工学,中級レベル（発展・応用）,講義,nan,シラバス内に表示もしくは別途提示する。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607012007012024260701200726,2024年度,基幹理工学部,信号処理Ｂ　18前再,前原　文明,秋学期  無フルOD,専門必修,２年以上,2,,西早稲田（旧大久保）,2607012007,01,日本語,【オンライン】フルオンデマンド,電気電子工学,電気電子工学,通信・ネットワーク工学,中級レベル（発展・応用）,講義,髙畑文雄著，「信号表現の基礎」，（社）電子情報通信学会編．,割合評価基準レポート:100％
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607012007S12024260701200726,2024年度,基幹理工学部,信号処理Ｂ　18前再　【前年度成績S評価者用】,前原　文明,秋学期  無その他,専門必修,２年以上,2,,西早稲田（旧大久保）,2607012007,S1,日本語,nan,電気電子工学,電気電子工学,通信・ネットワーク工学,中級レベル（発展・応用）,講義,nan,シラバス内に表示もしくは別途提示する。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607012008012024260701200826,2024年度,基幹理工学部,通信理論,嶋本　薫／前原　文明,秋学期  水３時限,専門必修,２年以上,2,６３-２０２教室,西早稲田（旧大久保）,2607012008,01,日本語,【対面】ハイブリッド（対面回数半数以上）,電気電子工学,電気電子工学,通信・ネットワーク工学,中級レベル（発展・応用）,講義,高畑文雄，前原文明，笹森文仁，ディジタル無線通信入門，電波技術協会http://booklive.jp/product/index/title_id/20005003/vol_no/001電子書籍となっていますので，各自の端末にて購入して下さい．,評価は教場試験により評価することを基本とするが，詳細，方法等は講義の中で提示していく．
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607012008S12024260701200826,2024年度,基幹理工学部,通信理論　【前年度成績S評価者用】,嶋本　薫／前原　文明,秋学期  無その他,専門必修,２年以上,2,,西早稲田（旧大久保）,2607012008,S1,日本語,nan,電気電子工学,電気電子工学,通信・ネットワーク工学,中級レベル（発展・応用）,講義,nan,シラバス内に表示もしくは別途提示する。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607012009012024260301200526,2024年度,基幹理工学部,コンピュータアーキテクチャＡ,笠原　博徳／木村　啓二,秋学期  月３時限,専門必修,２年以上,2,５６-１０１教室,西早稲田（旧大久保）,2607012009,01,日本語,【対面】ハイブリッド（対面回数半数以上）,情報学,アーキテクチャと計算機構成,一般,中級レベル（発展・応用）,講義,毎回の資料を配付する,割合評価基準試験:50％試験は講義内容の理解度に応じて評価する．理解度の評価は解の導出を適切に説明できていることを重視する．レポート:35％実習内容と結果を適切に説明できていれば基準点とし，さらに独自で調査・実験を行いその内容が適切であれば追加得点とする．実習レポートは全て提出する必要がある。平常点評価:15％講義中に行う演習により評価する．その他:試験，レポート，平常点評価の割合は上記を基本とするが，履修者の理解度を踏まえ総合的に判断する．
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607012009S12024260301200526,2024年度,基幹理工学部,コンピュータアーキテクチャＡ　【前年度成績S評価者用】,笠原　博徳／木村　啓二,秋学期  無その他,専門必修,２年以上,2,,西早稲田（旧大久保）,2607012009,S1,日本語,nan,情報学,アーキテクチャと計算機構成,一般,中級レベル（発展・応用）,講義,使用せず,"基本的に、Course N@viに提出された15回分のレビューシート（出欠を兼ねる）の総合点により評価する。提出レビューシート件数が10未満の者はFとする。それ以外の者の、上位0-20%, 20-50%, 50-80%, 80-100%を目安としてそれぞれA+, A, B, Cをつける。"
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607012010012024260701201026,2024年度,基幹理工学部,電子回路,戸川　望,秋学期  火１時限,専門必修,２年以上,2,６３-２０２教室,西早稲田（旧大久保）,2607012010,01,日本語,【対面】,電気電子工学,電気電子工学,電気電子工学,中級レベル（発展・応用）,講義,"高橋進一, 岡田英史共著, 電子回路, 培風館.",割合評価基準試験:80％試験を実施し，理解度を確認します．レポート:20％中間課題を課します．
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607012010S12024260701201026,2024年度,基幹理工学部,電子回路　【前年度成績S評価者用】,戸川　望,秋学期  無その他,専門必修,２年以上,2,,西早稲田（旧大久保）,2607012010,S1,日本語,nan,電気電子工学,電気電子工学,電気電子工学,中級レベル（発展・応用）,講義,nan,シラバス内に表示もしくは別途提示する。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607012011012024260701201126,2024年度,基幹理工学部,情報通信実験Ａ,石川　博／上田　和紀／内田　真人／小川　哲司／笠井　裕之／笠原　博徳／甲藤　二郎／亀山　渉／河原　大輔／木村　啓二／小林　哲則／酒井　哲也／嶋本　薫／清水　佳奈／シモセラ　エドガー／菅原　俊治／田中　久美子／寺内　多智弘／戸川　望／中里　秀則／中島　達夫／前原　文明／森　達哉／森田　逸郎／山名　早人／鷲崎　弘宜／渡辺　裕,秋学期  火３-４,専門必修,２年以上,2,,西早稲田（旧大久保）,2607012011,01,日本語,【対面】,電気電子工学,電気電子工学,通信・ネットワーク工学,中級レベル（発展・応用）,実習／実験／実技,情報通信実験Aテキスト,割合評価基準レポート:100％実験内容及び結果が論理的にまとめられていること。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607012011S12024260701201126,2024年度,基幹理工学部,情報通信実験Ａ　【前年度成績S評価者用】,石川　博／上田　和紀／内田　真人／小川　哲司／笠井　裕之／笠原　博徳／甲藤　二郎／亀山　渉／河原　大輔／木村　啓二／小林　哲則／酒井　哲也／嶋本　薫／清水　佳奈／シモセラ　エドガー／菅原　俊治／田中　久美子／寺内　多智弘／戸川　望／中里　秀則／中島　達夫／前原　文明／森　達哉／森田　逸郎／山名　早人／鷲崎　弘宜／渡辺　裕,秋学期  無その他,専門必修,２年以上,2,,西早稲田（旧大久保）,2607012011,S1,日本語,nan,電気電子工学,電気電子工学,通信・ネットワーク工学,中級レベル（発展・応用）,実習／実験／実技,情報通信実験Aテキスト,割合評価基準レポート:100％実験内容及び結果が論理的にまとめられていること。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607013001012024260701300126,2024年度,基幹理工学部,トラヒック理論,内田　真人,春学期  金１時限,専門必修,３年以上,2,５２-３０４教室,西早稲田（旧大久保）,2607013001,01,日本語,【対面】ハイブリッド（対面回数半数以上）,電気電子工学,電気電子工学,通信・ネットワーク工学,上級レベル,講義,初回の授業で提示する。,割合評価基準試験:60％7月19日に実施する教場試験による評価レポート:25％内田による通常授業に関するレポートによる評価：20%外部講師による特別授業に関するレポートによる評価：5%平常点評価:15％授業内レポートによる評価
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607013001S12024260701300126,2024年度,基幹理工学部,トラヒック理論　【前年度成績S評価者用】,内田　真人,春学期  無その他,専門必修,３年以上,2,,西早稲田（旧大久保）,2607013001,S1,日本語,nan,電気電子工学,電気電子工学,通信・ネットワーク工学,上級レベル,講義,初回の授業で提示する。,試験：70%レポート：30%
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607013002012024260301200626,2024年度,基幹理工学部,情報通信ネットワークＡ,森　達哉,春学期  水２時限,専門必修,３年以上,2,５７-２０１室,西早稲田（旧大久保）,2607013002,01,日本語,【対面】ハイブリッド（対面回数半数以上）,情報学,ネットワークと通信,一般,中級レベル（発展・応用）,講義,nan,・平常点 50点 （理解度確認の小テスト）・レポート 20点 (1報)・期末試験 30点
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607013002S12024260301200626,2024年度,基幹理工学部,情報通信ネットワークＡ　【前年度成績S評価者用】,森　達哉,春学期  無その他,専門必修,３年以上,2,,西早稲田（旧大久保）,2607013002,S1,日本語,nan,情報学,ネットワークと通信,一般,中級レベル（発展・応用）,講義,竹下・村山・荒井・苅田「マスタリングTCP/IP入門編・第５版」オーム社 ISBN-13: 978-4274068768,・定期試験：70-80% (第16週に実施)・平常点（小テスト、レポート課題等）20-30% ※事前に予告せず出席をとることがあります
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607013003012024260301300326,2024年度,基幹理工学部,オペレーティングシステムＡ,内田　真人／中島　達夫,春学期  水５時限,専門必修,３年以上,2,６３-２０２教室,西早稲田（旧大久保）,2607013003,01,日本語,【対面】,情報学,オペレーティングシステム,一般,上級レベル,講義,講義にて資料を配布する．,筆記試験 100% (中島担当分80% 内田担当分20%)講義内でのプログラミングのために各自のPCが必要です。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607013003S12024260301300326,2024年度,基幹理工学部,オペレーティングシステムＡ 【前年度成績S評価者用】,内田　真人／中島　達夫,春学期  無その他,専門必修,３年以上,2,,西早稲田（旧大久保）,2607013003,S1,日本語,nan,情報学,オペレーティングシステム,一般,上級レベル,講義,nan,シラバス内に表示もしくは別途提示する。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607013004012024260701300426,2024年度,基幹理工学部,離散数学,河原　大輔,春学期  火２時限,専門必修,３年以上,2,５２-２０４教室,西早稲田（旧大久保）,2607013004,01,日本語,【対面】,情報学,アルゴリズムと複雑性,一般,上級レベル,講義,特になし,割合評価基準試験:70％「理解度の確認」2回の評価平常点評価:30％毎回実施する演習課題の提出状況
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607013004S12024260701300426,2024年度,基幹理工学部,離散数学 【前年度成績S評価者用】,河原　大輔,春学期  無その他,専門必修,３年以上,2,,西早稲田（旧大久保）,2607013004,S1,日本語,nan,情報学,アルゴリズムと複雑性,一般,上級レベル,講義,特になし,割合評価基準試験:70％「理解度の確認」2回の評価平常点評価:30％毎回実施する演習課題の提出状況 (前年度の評価)
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607013005012024260701300526,2024年度,基幹理工学部,ディジタル信号処理,笠井　裕之／甲藤　二郎,春学期  火５時限,専門必修,３年以上,2,６３-２０２教室,西早稲田（旧大久保）,2607013005,01,日本語,【対面】ハイブリッド（対面回数半数以上）,電気電子工学,電気電子工学,通信・ネットワーク工学,上級レベル,講義,前半（笠井裕之担当）授業内容をスライドで用意し、システムにアップロードする。後半（甲藤二郎担当）授業内容を電子ファイルで用意し、システムにアップロードする。,割合評価基準試験:90％前半（笠井裕之担当）50%：第7回に行う試験により評価する。後半（甲藤二郎担当）40%：第14回に行う試験により評価する。レポート:10％後半（甲藤二郎担当）10%：システムを用いた小テストやレポートによって評価を行なう。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607013005S12024260701300526,2024年度,基幹理工学部,ディジタル信号処理 【前年度成績S評価者用】,笠井　裕之／甲藤　二郎,春学期  無その他,専門必修,３年以上,2,,西早稲田（旧大久保）,2607013005,S1,日本語,nan,電気電子工学,電気電子工学,通信・ネットワーク工学,上級レベル,講義,nan,シラバス内に表示もしくは別途提示する。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607013006012024260701300626,2024年度,基幹理工学部,情報通信実験Ｂ,石川　博／上田　和紀／内田　真人／小川　哲司／笠井　裕之／笠原　博徳／甲藤　二郎／亀山　渉／河原　大輔／木村　啓二／小林　哲則／酒井　哲也／嶋本　薫／清水　佳奈／シモセラ　エドガー／菅原　俊治／田中　久美子／寺内　多智弘／戸川　望／中里　秀則／中島　達夫／前原　文明／森　達哉／森田　逸郎／山名　早人／鷲崎　弘宜／渡辺　裕,春学期  水３-４,専門必修,３年以上,2,６１-４０９教室,西早稲田（旧大久保）,2607013006,01,日本語,【対面】,情報学,総合,一般,上級レベル,実習／実験／実技,情報通信学実験Bテキスト,割合評価基準レポート:100％実験内容及び結果が論理的にまとめられていること
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607013006S12024260701300626,2024年度,基幹理工学部,情報通信実験Ｂ 【前年度成績S評価者用】,石川　博／上田　和紀／内田　真人／小川　哲司／笠井　裕之／笠原　博徳／甲藤　二郎／亀山　渉／河原　大輔／木村　啓二／小林　哲則／酒井　哲也／嶋本　薫／清水　佳奈／シモセラ　エドガー／菅原　俊治／田中　久美子／寺内　多智弘／戸川　望／中里　秀則／中島　達夫／前原　文明／森　達哉／森田　逸郎／山名　早人／鷲崎　弘宜／渡辺　裕,春学期  無その他,専門必修,３年以上,2,,西早稲田（旧大久保）,2607013006,S1,日本語,nan,情報学,総合,一般,上級レベル,実習／実験／実技,情報通信学実験Bテキスト,割合評価基準レポート:100％実験内容及び結果が論理的にまとめられていること
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607013007012024260701300726,2024年度,基幹理工学部,情報通信ネットワークＢ,中里　秀則,秋学期  月４時限,専門必修,３年以上,2,５６-１０４教室,西早稲田（旧大久保）,2607013007,01,日本語,【対面】ハイブリッド（対面回数半数以上）,電気電子工学,電気電子工学,通信・ネットワーク工学,上級レベル,実習／実験／実技,教科書は設定しない,割合評価基準試験:40％基本的な知識を問う試験を実施するその他:60％2回の課題提出を求める
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607013007S12024260701300726,2024年度,基幹理工学部,情報通信ネットワークB 【前年度成績S評価者用】,中里　秀則,秋学期  無その他,専門必修,３年以上,2,,西早稲田（旧大久保）,2607013007,S1,日本語,nan,電気電子工学,電気電子工学,通信・ネットワーク工学,上級レベル,実習／実験／実技,nan,シラバス内に表示もしくは別途提示する。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607013008012024260701300826,2024年度,基幹理工学部,マルチメディア工学Ａ,亀山　渉,秋学期  火５時限,専門必修,３年以上,2,５２-２０４教室,西早稲田（旧大久保）,2607013008,01,日本語,【対面】,電気電子工学,電気電子工学,通信・ネットワーク工学,上級レベル,講義,特に設けない。,割合評価基準試験:70％理解度確認の結果から評価する。平常点評価:30％第4回、第8回、第13回の授業後に行う小テストの結果から評価する。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607013008S12024260701300826,2024年度,基幹理工学部,マルチメディア工学Ａ 【前年度成績S評価者用】,亀山　渉,秋学期  無その他,専門必修,３年以上,2,,西早稲田（旧大久保）,2607013008,S1,日本語,nan,電気電子工学,電気電子工学,通信・ネットワーク工学,上級レベル,講義,nan,シラバス内に表示もしくは別途提示する。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607013009012024260701300926,2024年度,基幹理工学部,マルチメディア工学Ｂ,甲藤　二郎／渡辺　裕,秋学期  金３時限,専門選択,３年以上,2,５４-１０２教室,西早稲田（旧大久保）,2607013009,01,日・英併用,【対面】,電気電子工学,電気電子工学,通信・ネットワーク工学,上級レベル,講義,nan,割合評価基準試験:80％基本的な知識を問う試験を行う。第7回、第14回の講義日に試験を行う。Examinations are carried out to confirm basic knowledge and understanding.レポート:20％授業期間中に、必要に応じて Moodle を用いた小テストやレポート提出を行う。Short test and/or report submission on Moodle will be carried out.
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607013009S12024260701300926,2024年度,基幹理工学部,マルチメディア工学Ｂ 【前年度成績S評価者用】,甲藤　二郎／渡辺　裕,秋学期  無その他,専門選択,３年以上,2,,西早稲田（旧大久保）,2607013009,S1,日本語,nan,電気電子工学,電気電子工学,通信・ネットワーク工学,上級レベル,講義,nan,シラバス内に表示もしくは別途提示する。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607013010012024260701301026,2024年度,基幹理工学部,最適化アルゴリズム,笠井　裕之／小林　哲則,春学期  木２時限,専門選択,３年以上,2,５４-１０４教室,西早稲田（旧大久保）,2607013010,01,日本語,【対面】,情報学,知的システム,一般,上級レベル,講義,○講義資料（スライド）,割合評価基準試験:60％2回の教場試験（理解度の確認）を行う。レポート:20％１−３回程度のレポートを課す。レポートでは，課題をPython，Matlabなどのプログラムで実装することを求める。動作するプログラムが完成していることがもちろん重要であるが，その上で考察があるものを高く評価する。すなわち，パラメタを変化させたときの，アルゴリズムの振る舞いの変化等について調査するなどの工夫があることを期待する。平常点評価:20％毎回の授業において，理解の確認のため簡単な少テストを行う．
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607013010S12024260701301026,2024年度,基幹理工学部,最適化アルゴリズム 【前年度成績S評価者用】,笠井　裕之／小林　哲則,春学期  無その他,専門選択,３年以上,2,,西早稲田（旧大久保）,2607013010,S1,日本語,nan,情報学,知的システム,一般,上級レベル,講義,nan,シラバス内に表示もしくは別途提示する。
https://www.wsl.waseda.jp/syllabus/JAA104.php?pKey=2607013011012024260701301126,2024年度,基幹理工学部,情報理工・情報通信ラボ,小川　哲司／笠井　裕之／甲藤　二郎／亀山　渉／河原　大輔／小林　哲則／嶋本　薫／戸川　望／中里　秀則／前原　文明／森　達哉／森田　逸郎／劉　江／渡辺　裕,秋学期  水１-２,専門選択,３年以上,2,６３号館３階端末室Ｆルーム,西早稲田（旧大久保）,2607013011,01,日本語,【対面】,電気電子工学,電気電子工学,通信・ネットワーク工学,上級レベル,実習／実験／実技,情報理工・情報通信ラボテキスト,割合評価基準レポート:100％実験内容及び結果が論理的にまとめられていること
